valor_1,contratacao_1,valor_2,contratacao_2,match_palavras
CLINICA DE ODONTOLOGIA E RADIOLOGIA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE ODONTOLOGIA E RADIOLOGIA LTDA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
CLINICA DE ODONTOLOGIA E RADIOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
CLINICA DE ODONTOLOGIA E RADIOLOGIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO LTDA,rede credenciada,CENTRO CLINICO QUALIDADE DE VIDA,rede propria,vida centro de
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO LTDA,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro medico diagnostico
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO LTDA,rede credenciada,CENTRO MEDICO BEZERRA DE MENEZES,rede propria,centro medico de
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,CENTRO CLINICO QUALIDADE DE VIDA,rede propria,vida centro de
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A.,rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S.A,rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (SAO PAULO),rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (COTIA),rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro medico diagnostico
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (MAUA),rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (ARUJA),rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A,rede propria,saude s a
VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO S.A.,rede credenciada,CENTRO MEDICO BEZERRA DE MENEZES,rede propria,centro medico de
MEGA COSB MEGA CENTRO DE ORTO E SAUDE BUCAL,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
MEGA COSB MEGA CENTRO DE ORTO E SAUDE BUCAL,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,de e saude
AUDIOLOGICA CLINICA DE FONOAUDIOLOGIA E MEDIC,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
BAXTER RCS CENTRO DE CUIDADO RENAL LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,santa s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A.,rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S.A,rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,santa s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,santa s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,santa s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (SAO PAULO),rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (COTIA),rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (MAUA),rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (ARUJA),rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,casa de saude
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A,rede propria,saude s a
CASA DE SAUDE SANTA LUCIA S A,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,casa saude santa
CENTRO DE ENDOSCOPIA DIGES DE SAO CARLOS LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO DE ENDOSCOPIA DIGES DE SAO CARLOS LTDA,rede credenciada,DIAGNOSTICO CENTRO - SAO CARLOS,rede propria,centro sao carlos
CENTRO DE FISIOTERAPIA RIO BRANCO LTDA,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro de fisioterapia
CENTRO DE FISIOTERAPIA RIO BRANCO LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO DE GINECOLOGIA ESPECIALIZADA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO MEDICO E DIAGNOSTICO LIMITADA,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro medico diagnostico
CLINICA DE FISIOTERAPIA E SAUDE DO TRABALHADO,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
CLINICA DE FISIOTERAPIA E SAUDE DO TRABALHADO,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,de e saude
CLINICA DE FISIOTERAPIA E SAUDE DO TRABALHADO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e do
CLINICA MEDICA VASCONCELOS E VIEIRA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLINICA MEDICA VASCONCELOS E VIEIRA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLINICA SAO LUCAS IMAGEM E DIAGNOSTICO LTDA,rede credenciada,CLINICA E DIAGNOSTICO MINERVA,rede propria,clinica e diagnostico
CLINICA SAO LUCAS IMAGEM E DIAGNOSTICO LTDA,rede credenciada,CLINICA E DIAGNOSTICO BARREIRO,rede propria,clinica e diagnostico
CLINICA SAO LUCAS IMAGEM E DIAGNOSTICO LTDA,rede credenciada,CLINICA E DIAGNOSTICO BEIRA RIO,rede propria,clinica e diagnostico
CLINICA SAO LUCAS IMAGEM E DIAGNOSTICO LTDA,rede credenciada,CLINICA E DIAGNOSTICO CAMPINAS,rede propria,clinica e diagnostico
CLINICA SAO LUCAS IMAGEM E DIAGNOSTICO LTDA,rede credenciada,CLINICA E DIAGNOSTICO AUTODROMO,rede propria,clinica e diagnostico
CNJ- CENTRO DE NEFROLOGIA DE JUAZEIRO DO NORTE LTDA,rede credenciada,TEA JUAZEIRO DO NORTE,rede propria,juazeiro do norte
CNJ- CENTRO DE NEFROLOGIA DE JUAZEIRO DO NORTE LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CTO CENTRO DE TRAUMATOLOGIA ORTOPEDIA E REABI,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
DOM SETE LAGOAS CLINICA DE ONCOLOGIA E HOSPIT,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
FISIOCLINICA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
FISIOCLINICA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
FISIOCLINICA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
GFA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
GFA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
GFA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SANTO AGOSTINHO,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E CLINICA SAO ROQUE LTDA EPP,rede credenciada,hospital e sao
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,NOVACLINICA HOSPITAL E MATERNIDADE LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE MED CENTER LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE MARINGA S A,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SANTANA LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZAR,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL SAO JOSE LTDA,rede credenciada,hospital sao jose
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE BENEFICENTE DE CHARQUE,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,ALBERT SABIN HOSPITAL E MATERNIDADE LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE MOGI LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SANTA JOANA S A,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE VIDA'S LTDA.,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,CASA DE SAUDE E MATERNIDADE SAO VICENTE,rede credenciada,e maternidade sao
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE PRESIDENTE PRUDENTE LT,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,IRMANDADE DO HOSPITAL SAO JOSE SANTA CASA DE,rede credenciada,hospital sao jose
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE VIDAS LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE MASTER CLIN LTDA,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE BRASIL,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL SAO JOSE NOVA SERRANA,rede credenciada,hospital sao jose
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL PEDIATRICO SAO JOSE,rede credenciada,hospital sao jose
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE CELSO P,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE GALILEO,rede credenciada,hospital e maternidade
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL SAO JOSE SAO VICENTE,rede credenciada,hospital sao jose
HOSPITAL SAO FRANCISCO SOCIEDADE EMPRESARIA L,rede credenciada,HOSPITAL SAO FRANCISCO,rede propria,hospital sao francisco
INSTITUTO DE CLINICA E CIRURGIA SANTA CATARIN,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,de clinica e
INSTITUTO DE CLINICA E CIRURGIA SANTA CATARIN,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e
IRIS CLINICA MEDICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
IRIS CLINICA MEDICA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
LAB CLIN LABORATORIO CLINICO DE ITAJUBA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,clinico de ltda
LABORATORIO EMILIO RIBAS ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio analises clinicas
LABORATORIO SABIN ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio analises clinicas
LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,de med ltda
LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,de assistencia ltda
LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,de assistencia ltda
LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,de med ltda
MEDICINA NUCLEAR TRES LAGOAS LTDA,rede credenciada,MEDICINA PREVENTIVA TRES LAGOAS,rede propria,medicina tres lagoas
MONTE SIAO CLINICA MEDICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
MONTE SIAO CLINICA MEDICA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
NEUROCOR CLINICA DE NEUROL E CARDIOL LTD,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
SERVICO DE IMAGEM E DIAGNOSTICA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
PASTORE E LENZA CLINICA DE END,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,e clinica de
VITALIZE CENTRO DE REAB LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
HOSPITAL NOSSA SENHORA DA CONC,rede credenciada,HOSPITAL NOSSA SENHORA ROSARIO,rede propria,hospital nossa senhora
HOSP N SRA DAS DORES,rede credenciada,HOSP N SRA ROSARIO,rede propria,hosp n sra
CLINICA E DIAGNOSTICO MINERVA,rede propria,CLINICA NUMEN CENTRO DE TERAPIA E DIAGNOSTICO,rede credenciada,clinica e diagnostico
CLINICA E DIAGNOSTICO MINERVA,rede propria,H. M. CLINICA E DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,clinica e diagnostico
CLINICA E DIAGNOSTICO MINERVA,rede propria,CLINICA E DIAGNOSTICO HENRIQUE MAZZEI,rede credenciada,clinica e diagnostico
CLINICA E DIAGNOSTICO BARREIRO,rede propria,CLINICA NUMEN CENTRO DE TERAPIA E DIAGNOSTICO,rede credenciada,clinica e diagnostico
CLINICA E DIAGNOSTICO BARREIRO,rede propria,H. M. CLINICA E DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,clinica e diagnostico
CLINICA E DIAGNOSTICO BARREIRO,rede propria,CLINICA E DIAGNOSTICO HENRIQUE MAZZEI,rede credenciada,clinica e diagnostico
MAIS SAUDE SANTA,rede credenciada,MAIS SAUDE SANTA EFIGENIA,rede propria,mais saude santa
CLIN DE ALERG E PNEN,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,clin de e
HOSPITAL DO CORACAO BALNEARIO,rede propria,HOSPITAL DO CORACAO DE LONDRINA LTDA,rede credenciada,hospital do coracao
HOSPITAL DO CORACAO BALNEARIO,rede propria,HOSPITAL DO CORACAO DE LONDRINA LTDA (MATRIZ),rede credenciada,hospital do coracao
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA ODONTOLOGICA DE MANAUS LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE REABILITACAO FISIO ZENI LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE FISIOTERAPIA ALQUINO S C LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE VOZ FRANCISCO PLETSCH LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,SUPERARSI CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE SAUDE DE ALFENAS LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,ARTICULARE CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,FISIOLOGICA CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE DIAGNOSTICO SAO JOSE EIRELI ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE FISIOTERAPIA TAU LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA ATIVIDADE DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE REABILITACAO E APOIO BEM ME QUER L,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,REABILITAR CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE ASSISTENCIA PSICOLOGICA SELF LTDA,rede credenciada,clinica de assistencia
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA MANOEL DE SOUZA LIMA LTDA-ME,rede credenciada,clinica de me
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLIFIM CLINICA DE FISIOTERAPIA E ASSISTENCIA,rede credenciada,clinica de assistencia
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA ME,rede propria,CLINICA DE RADIOLOGIA EIRELI ME,rede credenciada,clinica de me
ODONTO CLINICA ESTRELA DE POMPEIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
ODONTO CLINICA ESTRELA DE POMPEIA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
ODONTO CLINICA ESTRELA DE POMPEIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
SAO FRANCISCO REDE DE SAUDE ASSIST SA,rede credenciada,NOTRE DAME INTERMEDICA SISTEMA DE SAUDE SA,rede propria,de saude sa
ACESSE SAUDE CLINICA MEDICA E ODONTOLOGICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
ACESSE SAUDE CLINICA MEDICA E ODONTOLOGICA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,COLETA ZONA LESTE SAO JOSE DOS CAMPOS,rede credenciada,sao jose dos
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,CENTRO CLINICO SAO LUCAS LTDA,rede credenciada,centro clinico sao
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,IRMANDADE DA SANTA CASA DE SAO JOSE DOS CAMPO,rede credenciada,sao jose dos
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,SERVICO DE HEMOTERAPIA DE SAO JOSE DOS CAMPOS,rede credenciada,sao jose dos
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,HOME CARE SAO JOSE DOS CAMPOS,rede credenciada,sao jose dos
CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,TEA SAO JOSE DOS CAM,rede credenciada,sao jose dos
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PROLL MED LABOR DE ANALISES CLI LTDA,rede credenciada,de med ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SAMANTHA CAUMO CLINIC DE ODONT E EST INT LTDA,rede credenciada,clinic de ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRAL ADMINIST DE SER DE ASSIST A SAUDE LTDA,rede credenciada,de assist ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE ESPECIALIDADES MED DE NAVIRAI LTDA,rede credenciada,de med ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MATERNAL BABY CARE ASSIST MED LTDA,rede credenciada,assist med ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PSI MED CLINIC LTDA,rede credenciada,clinic med ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,WECARE CENTRO DE ASSIST E TERAP EM SAUDE LTDA,rede credenciada,de assist ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,BIOLABOR LABORATORIO DE ANALISES CLINIC LTDA,rede credenciada,clinic de ltda
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,assist med ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,FLM 2018 CLINICA DE ODONTOLOGIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA ODONTOLOGICA DE MANAUS LTDA ME,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE FISIOTERAPIA SANTA MARIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,DIAVERUM ASSISTENCIA MEDICA E NEFROLOGIC LTDA,rede credenciada,assistencia medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,ARTICOLARE CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,SAPUCAIAFISIO CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,FISIOBEM CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,ELLOS CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA MADRID LTDA CACHOEIRINHA,rede credenciada,clinica medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE REABILITACAO FISIO ZENI LTDA ME,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA PROGASTRO DE JOINVILLE LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE FISIOTERAPIA ALQUINO S C LTDA ME,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE VOZ FRANCISCO PLETSCH LTDA ME,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,MRJ CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA PATCH ADAMS SS LTDA EPP,rede credenciada,clinica medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,REABILITAR CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,SUPERARSI CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,EVOLVE CLINICA DE NEURO REABILITACAO LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,HEMOLAB LABORATORIO DE PATOLOGIA CLINICA LTDA,rede credenciada,clinica de ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,IPANEMAFISIO CLINICA DE FISIOTERAPIA LTDA,rede credenciada,clinica de ltda
