valor_1,contratacao_1,valor_2,contratacao_2,match_palavras
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,ASR CLINICA MEDICA E DE PSICOLOGIA LTDA.,rede credenciada,clinica de medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE ASSISTENCIA PSICOLOGICA SELF LTDA,rede credenciada,clinica de assistencia ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA E NUTRICIONAL DE VINHEDO LTDA,rede credenciada,clinica de medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA XV DE NOVEMBRO S S LTDA,rede credenciada,clinica de medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,FISIOMED CLINICA ASSISTENCIA MEDICA LTDA,rede credenciada,clinica assistencia medica ltda
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA DE NEFROLOGIA DE JUNDIAI LTDA.,rede credenciada,clinica de medica ltda
HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,MATERNIDADE E CIRURGIA N. S. DO ROCIO S A,rede credenciada,e maternidade s a
HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,CASA DE SAUDE E MATERNIDADE STA. FILOMENA S/A,rede credenciada,e maternidade s a
HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,HOSPITAL E MATERNIDADE VIDA'S LTDA.,rede credenciada,hospital e maternidade s
HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,HOSPITAL SANTA MARIA DE SUZANO S.A,rede credenciada,hospital santa s a
COSB CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
MATERNIDADE E CIRURGIA N. S. DO ROCIO S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,maternidade e s a
MATERNIDADE E CIRURGIA N. S. DO ROCIO S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,maternidade e s a
MATERNIDADE E CIRURGIA N. S. DO ROCIO S A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,maternidade e s a
HOSPITAL DO CORACAO DE LONDRINA LTDA,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital do coracao de
HOSPITAL DO CORACAO DE LONDRINA LTDA,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital do coracao de
LGN CENTRO DE SAUDE E REABILITACAO LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
BIOANÁLISE ¿ LABORATÓRIO DE ANÁLISES CLÍNICAS FREITAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LAB SAUDE LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO BEHRING DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO EXATO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
GSE LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS FONTANA EIRE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO GEYER DE ANALISES CLINICAS SOCIED,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS RIBEIRO CARV,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO SANTA ISABEL DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
PROLL MED LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS LEDRA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL DO CORACAO DE LONDRINA LTDA (MATRIZ),rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital do coracao de
HOSPITAL DO CORACAO DE LONDRINA LTDA (MATRIZ),rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital do coracao de
LABORATORIO DE ANALISES CLINICAS HESS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ISABELLAB LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS MATERNO INFA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
NOTRE DAME INTERMEDICA SAUDE S.A.,rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica saude
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,ASR CLINICA MEDICA E DE PSICOLOGIA LTDA.,rede credenciada,clinica de medica ltda
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA DE ASSISTENCIA PSICOLOGICA SELF LTDA,rede credenciada,clinica de assistencia ltda
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA E NUTRICIONAL DE VINHEDO LTDA,rede credenciada,clinica de medica ltda
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA XV DE NOVEMBRO S S LTDA,rede credenciada,clinica de medica ltda
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,FISIOMED CLINICA ASSISTENCIA MEDICA LTDA,rede credenciada,clinica assistencia medica ltda
CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,CLINICA MEDICA DE NEFROLOGIA DE JUNDIAI LTDA.,rede credenciada,clinica de medica ltda
LABORATORIO DE ANALISES CLINICAS BECKER LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CASA DE SAUDE E MATERNIDADE STA. FILOMENA S/A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,e maternidade s a
CASA DE SAUDE E MATERNIDADE STA. FILOMENA S/A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,e maternidade s a
CASA DE SAUDE E MATERNIDADE STA. FILOMENA S/A,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,e maternidade s a
CENTRO DE SAUDE E EDUACACAO REPENSAR LTDA.,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
LABORATORIO DE ANALISES CLINICAS FUGITA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
COLETA ZONA LESTE SAO JOSE DOS CAMPOS,rede credenciada,COLETA SAO JOSE CAMPOS,rede propria,coleta sao jose campos
LABORATORIO DE ANALISES CLINICAS FAITA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL DO CORACAO DE BALNEARIO CAMBORIU LTD,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital do coracao de
HOSPITAL DO CORACAO DE BALNEARIO CAMBORIU LTD,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital do coracao de
VICENLAB LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABHI LABORATORIO DE ANALISES CLINICAS LTDA E,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
GRAM LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS CEZIMBRA LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO EXAME DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABCENTER LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LIFECENTER SISTEMA DE SAUDE SA,rede credenciada,NOTRE DAME INTERMEDICA SISTEMA DE SAUDE SA,rede propria,sistema de saude sa
NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S.A,rede propria,CENTRO OFTALMOLOGICO DE MINAS GERAIS S.A,rede credenciada,minas gerais s a
NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S.A,rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica saude
HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,HOSPITAL E MATERNIDADE VIDA'S LTDA.,rede credenciada,hospital e maternidade s
HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,HOSPITAL SANTA MARIA DE SUZANO S.A,rede credenciada,hospital santa s a
HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,HOSPITAL E MATERNIDADE VIDA'S LTDA.,rede credenciada,hospital e maternidade s
HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,HOSPITAL SANTA MARIA DE SUZANO S.A,rede credenciada,hospital santa s a
FISIOMED CLINICA DE FISIOTERAPIA E MEDICINA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e medicina
LABORATORIO DE ANALISES CLINICAS DR GERMANO H,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS RUDUEM JOSE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS RODRIGUES LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
SOCIEDADE LABORATORIAL DE ANALISES CLINICAS L,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas l
LABORATORIO KLETT DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA S A,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (SAO PAULO),rede propria,sao saude s a
LABORCLIN LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HUMANO LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS GMDP S C LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS VIOTTI LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
EXAMYS LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CASA DE SAIDE E MATERNIDADE NOSSA SENHORA DE,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,casa de e maternidade
HOSPITAL E MATERNIDADE SANTA MONICA,rede propria,HOSPITAL E MATERNIDADE SANTA JOANA S A,rede credenciada,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,HOSPITAL E MATERNIDADE VIDA'S LTDA.,rede credenciada,hospital e maternidade s
HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,HOSPITAL SANTA MARIA DE SUZANO S.A,rede credenciada,hospital santa s a
CENTRO DE DESENVOLVIMENTO INFANTIL ABA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de infantil ltda
LABORATORIO DE ANALISES CLINICAS JOSE BONIFAC,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CARITAS LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS BIOCLIN LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO JARAGUAENSE DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS NOSSA SENHOR,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DE IGARAPE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS FERREIRA GON,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DR. LUND LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE SAO LUCAS DE EXTREMA L,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade de
CLINITEST LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO CENTRAL UNAI DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS ALVES FILHOS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS SAO JOSE LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS NOSSA SRA DO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS PAULO NETTO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS INDALAB LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
KENNEDY LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS TEIXEIRA LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZAR,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade de
MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
CASA DE SAUDE E MATERNIDADE SANTA MARTHA,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,casa saude santa martha
LABORSAD LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
NOTRE DAME INTERMEDICA MINAS GERAIS SA,rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica sa
LABORATORIO DE ANALISES CLINICAS SANTA MONICA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS PENAPOLIS SC,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
SDD LABORATORIO DE ANALISES CLINICAS EIRELI,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LM LABORATORIO DE ANALISES CLINICAS EIRELI,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS COSTA REZEND,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ETOS LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
UNILAB LABORATORIO DE ANALISES CLINICAS DE LI,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS SIELAB LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO PASTEUR DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISE CLINICAS CAMANDUCAIA L,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de clinicas l
LABORATORIO DE ANALISES CLINICAS SANTA EDWIGE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS AGOSTINI LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS BRAGANCA S C,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS VITAE LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ISALAB LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CHECKLAB LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS FERNANDES LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS PROMED LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO ECHO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS E CITOPATOLO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS BIRCK LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS MARTINS E NE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CHECK UP LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO CLINICO SANTO ANTONIO EIRELI,rede credenciada,CENTRO CLINICO SANTO ANTONIO,rede propria,centro clinico santo antonio
MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,CLINICA DE FISIOTERAPIA E MEDICINA BOM PASTOR,rede credenciada,clinica de e medicina
NOTRE DAME INTERMEDICA SAUDE S.A. (SAO PAULO),rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica saude
LABORATORIO DE ANALISES CLINICAS CORREA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS MIRANDA REIS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO KLETT DE ANALISES CLINICAS TOXICO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,H.S COR SERV DE HEMODIN DE DUQUE DE CAXIAS LT,rede credenciada,cor de duque caxias
CENTRO DE REAB ORAL ORTO E IMPLANT CROIM LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
LABORATORIO DE ANALISES CLINICAS DR NOBRE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
JOINLAB LABORATORIO DE ANALISES CLINICAS EIRE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABOR CENTER LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORTEST LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL SANTA MONICA LTDA,rede propria,HOSPITAL SANTA MONICA LTDA.,rede credenciada,hospital santa monica ltda
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (COTIA),rede propria,notre dame intermedica saude
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUD SA,rede propria,notre dame intermedica sa
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S A (MAUA),rede propria,notre dame intermedica saude
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A. (ARUJA),rede propria,notre dame intermedica saude
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S.A,rede propria,notre dame intermedica saude
NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,NOTRE DAME INTERMEDICA SAUDE S,rede propria,notre dame intermedica saude
LABORATORIO ESTRELA DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
INTERCLINICA LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS MEDCENTER,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO CALDAS DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DR. THOFEHRN,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS SCHUTZ LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE BENEFICENTE DE CHARQUE,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade de
VITALLAB LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS SAO JUDAS TA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
PREVENCAO LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ARC LABORATORIO DE ANALISES CLINICAS E CITOLO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ICEM INSTITUTO DE CIRURGIA E ENDOSC. DO MARAN,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e do
ANALISE LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO FRUTAL DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
INTORCE - INSTITUTO DE ORTOPEDIA E TRAUMAT. E FISIOT. DO CEARA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e do
CASA DE SAUDE E MATERNIDADE SANTA MARTHA S A,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,casa saude santa martha
ANACLIN LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ANALISIS LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
