valor_1,contratacao_1,valor_2,contratacao_2,match_palavras
CIAM CLINICA INTEGRADA DE ASSISTENCIA MEDICA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de assistencia medica
LABORATORIO ESTRELA DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
MEDRADIUS - CLINICA DE MEDICINA NUCLEAR E RADIOLOGIA DE MACEIO,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina e
CENTROCARDIO - CENTRO DE DIAGNOSTICO E TRAT. DAS DOENCAS DO CORACAO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e do coracao
LABORATORIO DE ANALISES CLINICAS DE VALENCA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CLINICA ZONA LESTE (ADULTO E PEDIATRICO),rede propria,CLINICA AMERICA (ADULTO E PEDIATRICO),rede credenciada,clinica adulto e pediatrico
HOSPITAL E MATERNIDADE JESUS MARIA JOSE,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade jose
LABORATORIO DE ANALISES CLINICAS VITAL BRASIL,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
VITALABOR CLINICA DE SEGURANCA E MEDICINA DO,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e medicina
HOSPITAL E MATERNIDADE SAO PAULO,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade sao
CHECK UP LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS ROLIM,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CLIMEDI - CLINICA DE MEDICINA NUCLEAR ENDOCRINOLOGIA E DIABETE,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina e
UNIFISIO CENTRO DE FISIO E REAB LTDA EPP,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
MULTILAB LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LAB DE ANAL CLIN CERVILAB SS LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab anal ss ltda
ICCA INSTITUTO DO CORACAO DA CRIANCA E DO ADO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto do coracao e
LABORATORIO DE ANALISES CLINICAS LIMEIRA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO DE ANALISES E PESQUISAS CLINICAS - LABORATORIO CAPEC,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas laboratorio
LABORATORIO DE ANALISES CLINICAS SAO JOSE SOC,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
VALECLIN LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO SABIN DE ANALISES CLINICAS EM CGD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO MARILIA DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO DE ESPECIALIDADES ODONT E EMERG LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
LABORATORIO DE ANALISES CLINICAS LABCLIN LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS J. M. LEITAO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO VIRADOURO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL DE CARIDADE VARGEM GRANDE DO SUL,rede credenciada,MEDICINA PREVENTIVA VARGEM GRANDE DO SUL,rede propria,vargem grande do sul
LABOR ANAL CLINICAS SAO JUDAS SC LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,anal clinicas sao ltda
BRUZOK LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DESCALVADO,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
BIOETICA LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ALBERLAB LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
ICM INSTITUTO DO CORACAO DE MARILIA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto do coracao de
LABORATI LABORATORIO DE ANALISES CLINICAS TIE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade de
LABORATORIO DE ANALISES CLINICAS ROBERTO BERN,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CH COPASSI LABORATORIO DE ANALISES CLINICAS M,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
COLETA ZONA SUL SAO JOSE DOS CAMPOS,rede credenciada,COLETA SAO JOSE CAMPOS,rede propria,coleta sao jose campos
IN VITRO LABORATORIO DE ANALISES CLINICAS LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS PASTEUR LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
MEDCIN LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABCLIN LABORATORIO DE ANALISES CLINICAS SS E,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CLINICA DE FONOAUDIOLOGIA MEDICINA E REABILITACAO,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina e
CEMAZA - LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABACLEN LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO CLINICO DE FISIOTERAPIA LTDA ME,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro clinico de ltda
LABORATORIO DE ANALISES CLINICAS ALBERT SABIN,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade sao
HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade de
CPC CENTRO DE PATOLOGIA E CITOPATOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
LABORATORIO DE ANALISES CLINICAS RUDUEM JOSE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
MIOTELLO LAB DE ANALISES CLINICAS SS L,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas l
LABORATORIO WINTROBE DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
VIDA LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
INSTITUTO DE ANGIOLOGIA E ODONTOLOGIA DO PARA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e do
HOSPITAL E MATERNIDADE SANTA MONICA SA,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA MONICA SA,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,hospital e maternidade santa
INSTITUTO DE MEDICINA DO CORACAO LTDA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de do coracao
LAB SAO ROQUE DE ANALISES CLINICAS LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab sao clinicas ltda
LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,LAB ANAL CLINICAS DE PARANAIBA LTDA ME,rede credenciada,lab anal clinicas ltda
LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,LAB ANAL CLINICAS SANTA TEREZA SC LTDA,rede credenciada,lab anal clinicas ltda
LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,ANALISES CLINICAS SAO FRANCISCO LTDA,rede credenciada,clinicas sao francisco ltda
LABORATORIO DE ANALISES CLINICAS SAO LUCAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S A,rede propria,CENTRO OFTALMOLOGICO DE MINAS GERAIS S.A,rede credenciada,minas gerais s a
NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S A,rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica saude
HOSPITAL E MATERNIDADE SAO LUCAS PRIMAVERA LT,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade sao
NOTRE DAME INTERMEDICA SAUDE S A,rede propria,NOTRE DAME INTERMEDICA SAUDE SA LAB NOTRELABS,rede credenciada,notre dame intermedica saude
ROCHA E GIMENES CENTRO DE PSICOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,e centro de ltda
CLINICA DE RADIOLOGIA MEDICA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de medica ltda
CLINICA DE RADIOLOGIA MEDICA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de medica ltda
LABORATORIO DE ANALISES CLINICAS ANGICOS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DR. DIOGO H. G. PARENTE,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS DRA. ISAURA (CENTRANALISES),rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO SABIN DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS VIDA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LIFECENTER SISTEMA DE SAUDE,rede propria,LIFECENTER SISTEMA DE SAUDE SA,rede credenciada,lifecenter sistema de saude
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,hospital e maternidade santa
HOSPITAL E MATERNIDADE SANTA LUCIA LTDA EPP,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,hospital e maternidade santa
ODONTOBELLA CENTRO DE ORTO E ODONTOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
M M LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS SANTANA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
BIOLAC - LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABCLINICA - LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS FURLAN LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS FUGITA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
BIOCENTER LABORATORIO DE ANALISES CLINICAS LT,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CERTO LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO CLINICO DE EDUCACAO E REABILITACAO,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro clinico de e
CEMOL CENTRO DE MEDICINA E ODONTOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,CLIN KIDS SERVICOS MEDICOS S A,rede credenciada,servicos medicos s a
ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,INSTITUTO SINAI SERVICOS MEDICOS S.A.,rede credenciada,servicos medicos s a
LACLIBE LABORATORIO DE ANALISES CLINICAS DE I,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS CELLA LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LACIN - LABORATORIO DE ANALISES CLINICAS INFANTIL,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LAPAC - LABORATORIO PARAIBANO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CENTRO DE IMAGEM MARTINS E GODOY LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e ltda
BIOCLIN - LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
BIOMED LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
CAMF CENTRO DE AVALIACAO MATERNO FETAL LTDA E,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda e
CEMED - LABORATORIO DE ANALISES CLINICAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
EUROCLIN LABORATORIO DE ANALISES CLINICAS SS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SAO LUCAS DE EXTREMA L,rede credenciada,hospital e maternidade sao
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SAO LUC,rede credenciada,hospital e maternidade sao
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SAO MATEUS LTDA,rede credenciada,hospital e maternidade sao
HOSPITAL E MATERNIDADE SAO JOSE,rede propria,HOSPITAL E MATERNIDADE SAO MAT,rede credenciada,hospital e maternidade sao
LABORATORIO DE ANALISES CLINICAS DR LUND LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
LABORATORIO DE ANALISES CLINICAS NORMANHA LTD,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises clinicas
HOSPITAL DO CORACAO BALNEARIO,rede propria,HOSPITAL DO CORACAO DE BALNEARIO CAMBORIU LTD,rede credenciada,hospital do coracao balneario
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,de assist med ltda
