valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PRONTOSOCOR DE MONTES CLAROS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PAULO AFONSO DE MELO JUNIOR E CIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,AFETO NUCLEO DE TERAPIAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA DIVIFISIO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE SAUDE DE ALFENAS LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SYMBOLIZE CLINICA DE PSICOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE REABILITACAO INTEGRADA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA SANTA CLARA LTDA ARAG,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ARTICULARE CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIOLOGICA CLINICA DE FISIOTERAPIA LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIO MAIS CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA VILA ISA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA SABARAENSE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,WANESSA FERREIRA SWERTS DE BRITO CIA LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIOVIDA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA SATIRO E MARANI LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INNEFRO INSTITUTO DE NEFROLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE HABILITACAO INFANTIL LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PERSONA CLINICA DE PSICOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ESPACO FAMILIA SERVICOS DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE DIAGNOSTICO DA MULHER LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIOVIDA CLINICA DE FISIOTERAPIA S C LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE FISIOTERAPIA GARCIA DA COSTA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIORIOS CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,REIS OLIVEIRA SERVICOS DE SAUDE LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ENESP EQUIPE NEFROLOGICA DE SAO PAULO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ESPACO DE SAUDE AMAZONCLIN LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FERNANDA DE CASSIA COELHO DIAS CIA LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO KLETT DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HUMANO LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS VIOTTI LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,EXAMYS LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO CENTRAL DE ANALISES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE RADIOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ESPACO INTEGRADO DE ODONTOL E SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,M & V SERVIÇOS DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIOHAUS CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE REABILITACAO VITALLE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA MOURA DE FREITAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA FISIO POSTURAL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,S D CENTRO DE REABILITACAO LTDA ME (FISIOLIDE,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE DESENVOLVIMENTO INFANTIL ABA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ENDOLAP PRESTADORA DE SERVICOS MEDICOS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ORTOCENTER CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HEMATOLOGICA CLINICA DE HEMATOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FPM SERVICOS DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CARITAS LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE PATOLOGIA VALE DOS SINOS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS BIOCLIN LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA HOSPITALAR DE IMAGEM SAO JOSE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO RADIOLOGICO DE GOIANIA S/S LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HOSPITAL SAO LUCAS DE PARACATU LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ALFALAB LABORAT DE ANAL CLINICAS LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE UROLOGIA DO COMERCIO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,UNICO INSTITUTO DE PSICOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE REABILITACAO EQUILIBRIUM LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS INDALAB LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,KENNEDY LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES APOLO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABCLIN LABORATORIO CLINICO DE ITAJUBA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO SANTA CLARA DE BARBACENA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,OTORRINO PRESTACAO DE SERVICOS MEDICOS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ORTOCENTER CLINICA DE FISIOTERAPIA SC LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LPV CLINICA DE AVALIACAO PSICOLOGICA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA SAO LUCAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO MEDICO DR SAUL MENDES DE PAIVA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,BIANCONI CLINICA DE SAUDE E BEM ESTAR LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIO MARQUES CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CIDI CENTRO INTEGR DE IMPLANTES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE IMUNOLOGIA E ONCOLOGIA SS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUTRICLIN CLINICA DE NUTRICAO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ICOA CLIN DE CIRURGIA ORAL AVANCADA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE SAUDE ORAL NELIA RUBIA S LIRA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LAPACI POCOS DE CALDAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA EQUILIBRIUM LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE PATOLOGIA DE POUSO ALEGRE S C LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INAC INSTITUTO DE ANALISES CLINICAS LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,THIAGO HUGO LABORATORIO DE CITOPATOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE DERMATOLOGIA DE LAVRAS LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE RADIOLOGIA ODONTOLOGICA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,JJL CLINICA DE RADIOLOGIA ODONTOLOGICA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ODONTORRISO PRESTACAO DE SERV ODONTOL LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE SAUDE INTEGRAL VHRG LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MONALIZA L DE S PINHEIRO DA SILVA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ROSA DE SA ODONTOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PREVIMAGEM ODONTO SERVICOS DE TOMOGRAFIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE RADIOL ODONTO SAFE CARNEIRO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUCLEO ODONTOLOGICO DE ITABIRA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,O.P. SERVICOS DE ODONTOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,RADIO FACIAL CLINICA DE RAD ODONT LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS SIELAB LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO PASTEUR DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,M A LAB DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO LUZ ASSISTENCIA DE DEPENDENTES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PROSPERITAS SERVICOS DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE PATOLOGIA DE CURITIBA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,VEDIS POSTO DE COLETA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS VITAE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LACAP LABORATORIO DE ANELISES CLINICAS LTDA M,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS PROMED LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO ECHO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ECOMAX CENTRO DE DIAG. POR IMAGEM LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE PATOLOGIA DO NORTE DE MINAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS BIRCK LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SOCIEDADE MEDICO HOSPITALAR DE UNAI LTDA EPP,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SISTEMA DE DIAGNOSTICOS CARLOS CHAGAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,IAP INSTITUTO ARAGUARINO DE PATOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLELMA SOARES DE BRITO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE ROENTGENDIAGNOSTICO S S LTDA EPP,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CHECK UP LABORATORIO DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUCLEO DE REABILITACAO E FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA TAU LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,AMMA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUCLEO DE FISIOTERAPIA E MEDICINA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,GASTRUS PRESTACAO DE SERVICOS EM SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE TERAPIA BALAO MAGICO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE DOENCAS RENAIS DE COLOMBO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA SALUTARIS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HOSPITAL DE OLHOS DE SANTA CATARINA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA FMF LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PERFORMACE CENTRO DE PROMOCAO DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE ORTOPEDIA E FISIOT MOV ATIVO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA ATIVIDADE DE FISIOTERAPIA LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SERVIRIM SERVICO DE DOENCAS RENAIS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,FISIOCLARA CLINICA DE FISOTERAPIA LTDA EPP,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE PSICOLOGIA OLIVEIRA PRADO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,PRAXIS ESPACO DE NEURODESENV INFANTO JUV LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,DAVITA SERVICOS DE NEFROLOGIA CAMPO GRANDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE TRATAMENTO RENAL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HELOIZA DE FATIMA AZEVEDO CIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,DAVITA SERVICOS DE NEFROLOGIA CUIABA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MORENO CLINICA INTEGRADA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUCLEO INTEGRADO DE SAUDE LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ODONTOK SERVICOS DE ODONTOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INOVA - CLINICA DE ODONTOLOGIA LTDA.,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LAB DE ANALISES CLINICAS UNIDOS SC LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS CORREA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,OTO VITTA CLINICA DE ESPECIALIDES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,BETONI SERVICO DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,VITALIZE CENTRO DE REABILITACAO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,ODINEIA FERREIRA CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,EGO CENTRO DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CASA DE SAUDE SANTA MONICA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLINICA DE FISIOTERAPIA MAGALHAES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE REABILITACAO DE UNAI LTDA ME,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MADRE CLINICA DE DESENVOLVIMENTO HUMANO LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,3NST DE ODONTOL INTEGR SOUZA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,IGO - INSTITUTO GOIANO DE ODONTOLOGIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE SAUDE ORAL DUARTE E VIEIRA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,MARIANE DE OLIVEIRA BENTO FERREIRA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO DE REAB ORAL ORTO E IMPLANT CROIM LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,IMO INST MATOGROSSENSE DE ODONTOL LTDA EPP,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HEMOCENTER LABORATORIO DE ANAL. CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO ESTRELA DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,NUCLEO DE FISIOTERAPIA LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,HOSPITAL SAO LUCAS DE TRES CORACOES LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,INSTITUTO DE REABILITACAO CAMBUI LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,JESSICA DE LIZ MOREIRA SERVICOS ODONTOL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CLIN SIMITAN DE ODONTOL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,TMC POLO DE TRATAMENTO ODONTOL LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,APREV ODONTO SERVICOS DE SAUDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO CALDAS DE ANALISES CLINICAS LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,SERVICO DE INVESTIGACAO DIAGNOSTICA SIDI LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,LABORATORIO DE ANALISES CLINICAS SCHUTZ LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,CENTRO INTEGRADO DE PATOLOGIA RIO GRANDE LTDA,rede credenciada,de ltda,2
CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,IMUNOLAB CENTRO DE PESQUISAS SOROLOGICAS LTDA,rede credenciada,de ltda,2
