valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
CLINICA DE SAUDE E IMAGEM,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e,3
INSTITUTO DO CORACAO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto do coracao,3
TELEMED FEIRA DE SANTANA,rede propria,INST DE OFTALMOLOGIA DE FEIRA DE SANTANA,rede credenciada,feira de santana,3
TELEMED FEIRA DE SANTANA,rede propria,REEMBOLSO FEIRA DE SANTANA,rede credenciada,feira de santana,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL BENEFICENTE SAO LUCAS,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL BENEFICENTE SAO LUCAS DE SAO PEDRO,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE MINEIROS LTDA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE INDIARA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL E MATERNIDADE SAO LUCAS PRIMAVERA LT,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS PARACATU LTDA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE GOVERNADOR VALADARES LT,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE GOVERNADOR VALADARES,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL E MATERNIDADE SAO LUCAS DE EXTREMA L,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE PARACATU LTDA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,SAO LUCAS DIA HOSPITAL,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE TRES CORACOES LTDA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE SANTOS LTDA,rede credenciada,hospital sao lucas,3
HOSPITAL SAO LUCAS,rede propria,HOSPITAL SAO LUCAS DE SANTOS,rede credenciada,hospital sao lucas,3
AMERICA PLANOS SAUDE - MEDPREV,rede propria,AMERICA PLANOS SAUDE,rede credenciada,america planos saude,3
HOSPITAL DO RIM DE SERGIPE,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital do de,3
HOSPITAL DO RIM DE SERGIPE,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital do de,3
CLINICA DE MEDICINA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina,3
HOSPITAL DO CORACAO,rede credenciada,HOSPITAL DO CORACAO BALNEARIO,rede propria,hospital do coracao,3
HOSPITAL DO CORACAO,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital do coracao,3
HOSPITAL DO CORACAO,rede credenciada,HSCOR - HOSPITAL DO CORACAO,rede propria,hospital do coracao,3
HOSPITAL DO CORACAO,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital do coracao,3
HOSPITAL DO CORACAO,rede credenciada,HCOR - HOSPITAL DO CORACAO,rede propria,hospital do coracao,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL SAO JOSE MG,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL MEMORIAL SAO JOSE - (ABRAMGE),rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL DA CRIANCA SAO JOSE LTDA,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL SAO JOSE LTDA,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,IRMANDADE DO HOSPITAL SAO JOSE SANTA CASA DE,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL SAO JOSE NOVA SERRANA,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL PEDIATRICO SAO JOSE,rede credenciada,hospital sao jose,3
HOSPITAL SAO JOSE,rede propria,HOSPITAL SAO JOSE SAO VICENTE,rede credenciada,hospital sao jose,3
CLINICA SANTA CLARA,rede propria,CLINICA SANTA CLARA LTDA,rede credenciada,clinica santa clara,3
CLINICA SANTA CLARA,rede propria,CLINICA DE FISIOTERAPIA SANTA CLARA LTDA ARAG,rede credenciada,clinica santa clara,3
CLINICA SANTA CLARA,rede propria,CLINICA DE FRATURAS E ORTOPEDIA SANTA CLARA L,rede credenciada,clinica santa clara,3
CLINICA SANTA MARIA,rede propria,CLINICA DE FISIOTERAPIA SANTA MARIA LTDA,rede credenciada,clinica santa maria,3
CLINICA SANTA MARIA,rede propria,CLINICA SANTA MARIA AUXILIADORA LTDA,rede credenciada,clinica santa maria,3
CENTRO DE CIR DE CABECA E PESC,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e,3
LABORATORIO DE ANALISES,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises,3
A -e- E CENTRO DE MEDI,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,e centro de,3
CLINICA DE CARDIOLOGIA,rede propria,CLINICA DE CARDIOLOGIA DR RAFA,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,C C A CLINICA DE CARDIOLOGIA D,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,CLINICA MEDICA CARDIOLOGIA DE,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,NUCLEO BAHIANO DE CARDIOLOGIA CLINICA,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,CLINICA DE CARDIOLOGIA DR RAFAEL ZEMI LTDA,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,CLINICA DE CARDIOLOGIA HURTADO LTDA,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,INSTITUTO DE CARDIOLOGIA CLINICA DAIRO BICUDO,rede credenciada,clinica de cardiologia,3
CLINICA DE CARDIOLOGIA,rede propria,CARDIOBABY CLINICA DE CARDIOLOGIA PEDIATRICA,rede credenciada,clinica de cardiologia,3
CASA DE SAUDE,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,casa de saude,3
HOSPITAL SAO VICENTE DE PAULO,rede credenciada,NUCLEO DE TERAPIA SÃO VICENTE,rede propria,sao vicente de,3
CLINICA VIVER BEM,rede credenciada,NUCLEO VIVER BEM - CLINICA AV,rede propria,clinica viver bem,3
CLINICA VIVER BEM,rede credenciada,NUCLEO VIVER BEM - CLINICA AV 85,rede propria,clinica viver bem,3
CLINICA VIVER BEM,rede credenciada,CLINICA MEDICA VIVER BEM,rede propria,clinica viver bem,3
CLINICA SAO JOSE,rede propria,CLINICA SAO JOSE LTD,rede credenciada,clinica sao jose,3
CLINICA SAO JOSE,rede propria,CLINICA SAO JOSE IMAGEM,rede credenciada,clinica sao jose,3
CLINICA SAO JOSE,rede propria,CLINICA DE DIAGNOSTICOS SAO JOSE EIRELI,rede credenciada,clinica sao jose,3
CLINICA SAO JOSE,rede propria,CLINICA HOSPITALAR DE IMAGEM SAO JOSE LTDA,rede credenciada,clinica sao jose,3
CLINICA SAO JOSE,rede propria,CLINICA DE DIAGNOSTICO SAO JOSE EIRELI ME,rede credenciada,clinica sao jose,3
CENTRO MEDICO DE FRA,rede credenciada,CENTRO MEDICO BEZERRA DE MENEZES,rede propria,centro medico de,3
POSTO DE COLETA CATU,rede propria,POSTO DE COLETA DIAS DAVILA,rede credenciada,posto de coleta,3
POSTO DE COLETA CATU,rede propria,POSTO DE COLETA CRUZ ALMAS,rede credenciada,posto de coleta,3
POSTO DE COLETA CATU,rede propria,POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,posto de coleta,3
POSTO DE COLETA CATU,rede propria,VEDIS POSTO DE COLETA LTDA,rede credenciada,posto de coleta,3
POSTO DE COLETA CATU,rede propria,POSTO DE COLETA ATENDE,rede credenciada,posto de coleta,3
HOSP SANTA MONICA,rede propria,HOSP SANTA MONICA MG,rede credenciada,hosp santa monica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,CLINICA DE ESPECIALIDADES BEM VIVER LTDA,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,CLINICA DE ESPECIALIDADES MEDICAS BEM VIVER L,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,BEM VIVER CLINICA DE CIRURGIA E ENDOSCOPIA EI,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,CLINICA ARTE DE VIVER BEM LTDA,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,CLINICA FISIOTERAPICA E ESTETICA BEM VIVER LT,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,CLINICA ARTE VIVER BEM,rede credenciada,viver bem clinica,3
NUCLEO VIVER BEM - CLINICA AV,rede propria,BEM VIVER CLINICA,rede credenciada,viver bem clinica,3
ULTRA SOM SERVICOS M,rede credenciada,ULTRA SOM SERVICOS MEDICOS S A,rede propria,ultra som servicos,3
ULTRA SOM SERVICOS M,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A.,rede propria,ultra som servicos,3
ULTRA SOM SERVICOS M,rede credenciada,ULTRA SOM SERVICOS MEDICOS SA,rede propria,ultra som servicos,3
ULTRA SOM SERVICOS M,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,ultra som servicos,3
CLINICA DA MULHER,rede propria,CLIEM CLINICA ESPECIALIZADA DA MULHER,rede credenciada,clinica da mulher,3
POSTO DE COLETA SANT,rede propria,POSTO DE COLETA DIAS DAVILA,rede credenciada,posto de coleta,3
POSTO DE COLETA SANT,rede propria,POSTO DE COLETA CRUZ ALMAS,rede credenciada,posto de coleta,3
POSTO DE COLETA SANT,rede propria,POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,posto de coleta,3
POSTO DE COLETA SANT,rede propria,VEDIS POSTO DE COLETA LTDA,rede credenciada,posto de coleta,3
POSTO DE COLETA SANT,rede propria,POSTO DE COLETA ATENDE,rede credenciada,posto de coleta,3
CLINICA RIO VERDE,rede propria,CLINICA HEMORIM DE RIO VERDE EIRELI,rede credenciada,clinica rio verde,3
CLINICA 9 DE JULHO,rede propria,SERVICO DE HEMOTERAPIA 9 DE JULHO LTDA.,rede credenciada,9 de julho,3
CLINICA 9 DE JULHO,rede propria,HOSPITAL 9 DE JULHO,rede credenciada,9 de julho,3
CLINICA LINS CENTRO,rede propria,DIAG CLINICA LINS CENTRO,rede credenciada,clinica lins centro,3
CLINICA VARGEM GRANDE DO SUL,rede credenciada,CLINICA VARGEM GRANDE,rede propria,clinica vargem grande,3
CLINICA SANTA RITA,rede propria,CLINICA DE FISIOTERAPIA SANTA RITA DE CASSIA,rede credenciada,clinica santa rita,3
CLINICA SANTA RITA,rede propria,CLINICA SANTA RITA LTDA,rede credenciada,clinica santa rita,3
CLINICA SANTA RITA,rede propria,CLINICA SANTA RITA SERVICOS MEDICOS LTDA,rede credenciada,clinica santa rita,3
CLINICA DE FISIOTERAPIA E HABI,rede credenciada,CLINICA DE PSIQ E PSICOLOGIA,rede propria,clinica de e,3
CLINICA DE FISIOTERAPIA E HABI,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e,3
CLINICA RIBEIRAO PRETO,rede propria,INERP CLINICA DE NEUROLOGIA DE RIBEIRAO PRETO,rede credenciada,clinica ribeirao preto,3
CLINICA RIBEIRAO PRETO,rede propria,CLINICA LUND DE RIBEIRAO PRETO,rede credenciada,clinica ribeirao preto,3
HOSPITAL BENEFICENTE SAO LUCAS,rede credenciada,HOSPITAL SAO LUCAS - HSL,rede propria,hospital sao lucas,3
LABORATORIO DE ANALISES CLINIC,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises,3
CENTRO MEDICO DIAGNOSTICO,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro medico diagnostico,3
CENTRO MEDICO SAO JOSE I,rede credenciada,CENTRO CLINICO SAO JOSE DOS PINHAIS,rede propria,centro sao jose,3
CENTRO MEDICO SAO JOSE I,rede credenciada,CENTRO CLINICO SAO JOSE DOS PI,rede propria,centro sao jose,3
CENTRO MEDICO SAO JOSE I,rede credenciada,NOSSO MEDICO SAO JOSE DOS CAMP,rede propria,medico sao jose,3
CENTRO MEDICO SAO JOSE I,rede credenciada,CENTRO CLINICO SAO BERNARDO I,rede propria,centro sao i,3
CENTRO MEDICO SAO JOSE I,rede credenciada,CENTRO MEDICO SAO GABRIEL,rede propria,centro medico sao,3
CENTRO MEDICO SAO JOSE I,rede credenciada,CENTRO MEDICO SAO GABRIEL ELT,rede propria,centro medico sao,3
INSTITUTO DE DIAGNOSTICO E MED,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e,3
MEDICINA PREVENTIVA RIO BRILHA,rede propria,MEDICINA PREVENTIVA RIO BRILHANTE,rede credenciada,medicina preventiva rio,3
HOSP N SRA DABADIA,rede credenciada,HOSP N SRA ROSARIO,rede propria,hosp n sra,3
ICM INSTITUTO DO CORACAO DE MA,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,do coracao de,3
ICM INSTITUTO DO CORACAO DE MA,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,do coracao de,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO CLINICO QUALIDADE DE VIDA,rede propria,centro clinico de,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO CLINICO QUALIDADE DE VI,rede propria,centro clinico de,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro de fisioterapia,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO CLINICO DUQUE DE CAXIAS,rede propria,centro clinico de,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro clinico de,3
CENTRO CLINICO DE FISIOTERAPIA,rede credenciada,CENTRO CLINICO AUGUSTO DE LIMA,rede propria,centro clinico de,3
SANTA CASA SAUDE SAO,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,santa casa saude,3
INSTITUTO DE NEUROLOGIA RIO PR,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de neurologia,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE BRIGIDA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE AMÉRICA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SALVALUS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE GUARULHOS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE GUARULH,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,e maternidade de,3
HOSPITAL E MATERNIDADE DE ITUV,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,hospital e maternidade,3
CENTRO AVANCADO DE D,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro avancado de,3
CLINICA DE MEDICINA NUCLEAR DE,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina,3
CEDIRP CENTRAL DE DIAGNOSTICO,rede credenciada,CENTRAL DE DIAGNOSTICO RIBEIRA,rede propria,central de diagnostico,3
C C A CLINICA DE CARDIOLOGIA D,rede credenciada,CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,a clinica de,3
LABSEL LABORATORIO DE ANALISES,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises,3
INSTITUTO DE ORTO E TRAUMA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e,3
FISIO E VIDA CLINICA DE FISIOT,rede credenciada,CLINICA DE PSIQ E PSICOLOGIA,rede propria,e clinica de,3
FISIO E VIDA CLINICA DE FISIOT,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,e clinica de,3
MED HEALTH GESTAO DE SAUDE E S,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,de saude e,3
CLINICA DE MEDICINA E DISTURBI,rede credenciada,CLINICA DE PSIQ E PSICOLOGIA,rede propria,clinica de e,3
LABORATORIO DAS NACOES,rede propria,LABORATORIO DE ANALISES CLINICAS DAS NACOES L,rede credenciada,laboratorio das nacoes,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE BRIGIDA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE AMÉRICA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE SALVALUS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE GUARULHOS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE GUARULH,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE SANTA L,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e maternidade,3
POSTO DE COLETA DIAS,rede propria,POSTO DE COLETA CRUZ ALMAS,rede credenciada,posto de coleta,3
POSTO DE COLETA DIAS,rede propria,POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,posto de coleta,3
POSTO DE COLETA DIAS,rede propria,VEDIS POSTO DE COLETA LTDA,rede credenciada,posto de coleta,3
POSTO DE COLETA DIAS,rede propria,POSTO DE COLETA ATENDE,rede credenciada,posto de coleta,3
SANTA CASA DE MISERIC E MATER,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,casa de e,3
HOSPITAL NOSSA SENHORA DA ABAD,rede credenciada,HOSPITAL NOSSA SENHORA ROSARIO,rede propria,hospital nossa senhora,3
CLINICA DE FISIOTERAPIA E ESTE,rede credenciada,CLINICA DE PSIQ E PSICOLOGIA,rede propria,clinica de e,3
CLINICA DE FISIOTERAPIA E ESTE,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e,3
CLINICA MEDICINA E B,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica medicina e,3
BIOANAL LAB DE ANAL CLIN LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab anal ltda,3
CEMP CLINICA DE EXAME MEDICO E,rede credenciada,CLINICA DE PSIQ E PSICOLOGIA,rede propria,clinica de e,3
CEMP CLINICA DE EXAME MEDICO E,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e,3
LAB DE ANALISES CLINICAS ROMAN,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas,3
A D SERVICOS MEDICOS ESPECIALI,rede credenciada,ULTRA SOM SERVICOS MEDICOS S A,rede propria,a servicos medicos,3
A D SERVICOS MEDICOS ESPECIALI,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A.,rede propria,a servicos medicos,3
A D SERVICOS MEDICOS ESPECIALI,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,a servicos medicos,3
LABORATORIO SANTA CECILIA,rede credenciada,LABORATORIO SANTA CECILIA LTDA,rede propria,laboratorio santa cecilia,3
LAB DE ANALISES CLINICAS FIORI,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas,3
CPC CENTRO DE PATOLOGIA E CITO,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e,3
LABORATORIO SABIN DE ANALISES,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises,3
CEDIM CENTRO DE DIAG,rede credenciada,CENTRO DE DIAG MA,rede propria,centro de diag,3
INSTITUTO DE SAUDE SAO MIGUEL,rede credenciada,SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL,rede propria,de saude sao,3
INSTITUTO DE SAUDE SAO MIGUEL,rede credenciada,SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,de saude sao,3
INSTITUTO DE SAUDE SAO MIGUEL,rede credenciada,SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,de saude sao,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE BRIGIDA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE AMÉRICA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SALVALUS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE GUARULHOS,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE GUARULH,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,hospital e maternidade,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,e maternidade de,3
HOSPITAL E MATERNIDADE DE RANC,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,hospital e maternidade,3
CENTRO DE NEUROFISIOLOGIA LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda,3
CLINICA DE MED PREV(ESPACO SAU,rede credenciada,MED PREV (ESPACO SAUDE I),rede propria,med prev espaco,3
