valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE IMAGEM SAO SEBASTIAO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CENTRO DE ENDOSCOPIA DIGES DE SAO CARLOS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CENTRO ORTOPEDICO DE SAO LEOPOLDO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE FISIOTERAPIA SAO FRANCISCO DE PAUL,rede credenciada,sao francisco de,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,LABORATORIO SAO FRANCISCO LTDA,rede credenciada,sao francisco ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,ENESP EQUIPE NEFROLOGICA DE SAO PAULO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA HOSPITALAR DE IMAGEM SAO JOSE LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,HOSPITAL SAO LUCAS DE PARACATU LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE FISIOTERAPIA SAO LUCAS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,SANTA CASA DE MISER DO HOSP SAO FRANCISCO DE,rede credenciada,sao francisco de,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,HOSPITAL SAO LUCAS DE TRES CORACOES LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,INSTITUTO DE MEDICINA DE SAO LUIS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE DOR SAO PAULO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE FRATURAS SAO CAETANO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,HOSPITAL SAO LUCAS DE SANTOS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,ANALISES CLINICAS SAO FRANCISCO LTDA,rede credenciada,sao francisco ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,SORRINDO MAIS DE SAO GONCALO ODONTOL LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,SERVICO SAO GABRIEL DE MEDICINA S/S LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,REDE D'OR SAO LUIZ SERVICOS MEDICOS LTDA.,rede credenciada,sao rede ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,LABORATORIO CLINICO SAO LUCAS DE ITAPEVA LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,CLINICA DE VOZ FRANCISCO PLETSCH LTDA ME,rede credenciada,francisco de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,rede propria,REDE DE CLINICAS SORRISOS DENTISTAS LTDA,rede credenciada,rede de ltda,3
ULTRA SOM SERV MED LTDA - HAP ESPINHEIRO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ESPINHEIRO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ESPINHEIRO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HOSP CASA FORTE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HOSP CASA FORTE,rede propria,HOSP DAY MAIS VIDA SERV SAUDE SEG TRAB LTDA,rede credenciada,serv ltda hosp,3
ULTRA SOM SERV MED LTDA - HOSP CASA FORTE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HOSP CASA FORTE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP EPAMINO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP EPAMINO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP EPAMINO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MONTESE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MONTESE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MONTESE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,ODONTO LAURO CLINICA DE ODONTOLOGIA LTDA,rede credenciada,ltda lauro de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,CLISANNA LAURO DE FREITAS,rede credenciada,lauro de freitas,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,INSTITUTO DE ULTRA SONOGRAFIA LTDA,rede credenciada,ultra ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,DAVITA BRASIL PARTIC E SERV DE NEFROLOG LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,DAVITA BRASIL PARTICIP E SERV DE NEFRO LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,COSTA E XIMENEZ PRESTADOR DE SERV ODONTO LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,ODONTORRISO PRESTACAO DE SERV ODONTOL LTDA ME,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,DAVITA BRASIL PARTICIPACOES SERV DE NEF LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,SERPCRAZ SERV DE PSIC E CLIN DE ESPEC LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,LK SERV DE SAUDE LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,SERVICOS MED E ASSIS DE BARRINHA LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,PROLL MED LABOR DE ANALISES CLI LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,CENTRO DE ESPECIALIDADES MED DE NAVIRAI LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,LABORATORIO DE ANALISES CLIN FREITAS LTDA,rede credenciada,ltda de freitas,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,CLINICA MOURA DE FREITAS LTDA,rede credenciada,ltda de freitas,3
ULTRA SOM SERV MED LTDA HAP LAURO DE FREITAS,rede propria,SILVIA MARIA DE FREITAS SCHIVITARO LTDA,rede credenciada,ltda de freitas,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,H.S COR SERV DE HEMODIN DE DUQUE DE CAXIAS LT,rede credenciada,serv duque de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,INSTITUTO DE ULTRA SONOGRAFIA LTDA,rede credenciada,ultra ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA BRASIL PARTIC E SERV DE NEFROLOG LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA BRASIL PARTICIP E SERV DE NEFRO LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,COSTA E XIMENEZ PRESTADOR DE SERV ODONTO LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,ODONTORRISO PRESTACAO DE SERV ODONTOL LTDA ME,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA BRASIL PARTICIPACOES E SERV DE N LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,DAVITA BRASIL PARTICIPACOES SERV DE NEF LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SERPCRAZ SERV DE PSIC E CLIN DE ESPEC LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LK SERV DE SAUDE LTDA,rede credenciada,serv ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,SERVICOS MED E ASSIS DE BARRINHA LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,LIONELA TRIGO DE ROMERO ASSISTENCIA MED LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,PROLL MED LABOR DE ANALISES CLI LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA - HAP DUQUE DE,rede propria,CENTRO DE ESPECIALIDADES MED DE NAVIRAI LTDA,rede credenciada,med ltda de,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,HOSPITAL DA CRIANCA SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,CENTRO MEDICO SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,CENTRO MED SAO JOSE,rede credenciada,med sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,INSTITUTO SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,SANATORIO SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,CLINICA HOSPITALAR DE IMAGEM SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,HOSPITAL SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,CLIN ODONTOL SAO JOSE LTDA,rede credenciada,ltda sao jose,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,POLICLINICA SAO CAETANO CONSUL MED ESPEC LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC SAO JOSE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPCL VASCO DA GAM,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPCL VASCO DA GAM,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPCL VASCO DA GAM,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOBO FILHO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOBO FILHO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOBO FILHO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED - HAPC BARAO DE STUDA,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv de,3
ULTRA SOM SERV MED - HAPC BARAO DE STUDA,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med de,3
ULTRA SOM SERV MED - HAPC BARAO DE STUDA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med de,3
ULTRA SOM SERV MED LTDA - HAPC PARQUE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC PARQUE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC PARQUE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED - CLIN OFT JD AMERICA,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med clin,3
ULTRA SOM SERV MED - CLIN OFT JD AMERICA,rede propria,DIVA CLIN SERV MED,rede credenciada,serv med clin,3
ULTRA SOM SERV MED LTDA - HAPC PITUBA II,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC PITUBA II,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC PITUBA II,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP BOA VIAGEM,rede propria,ODONTOCENTER BOA VIAGEM LTDA,rede credenciada,ltda boa viagem,3
ULTRA SOM SERV MED LTDA - HAP BOA VIAGEM,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP BOA VIAGEM,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP BOA VIAGEM,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
VIVENTI HOSPITAL ASA SUL LTDA,rede propria,DAVITA SERVICOS DE NEFROLOGIA ASA SUL LTDA,rede credenciada,asa sul ltda,3
ULTRA SOM SERV MED LTDA - HAP LOMAS VALE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOMAS VALE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOMAS VALE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP LOMAS VALE,rede propria,HUMANITY CENTRO MED DO VALE DO SAPUCAI LTDA,rede credenciada,med ltda vale,3
ULTRA SOM SERV MED LTDA - HAPC ARACAJU,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ARACAJU,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ARACAJU,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP JOAQUIM TAVORA,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP JOAQUIM TAVORA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP JOAQUIM TAVORA,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP GARIBALDI,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP GARIBALDI,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP GARIBALDI,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FLORES,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FLORES,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FLORES,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,CENTRO DE DIAGNOSTICO DA MULHER LTDA,rede credenciada,ltda da mulher,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,CEPEM CENTRO DE PESQUISA DA MULHER LTDA,rede credenciada,ltda da mulher,3
ULTRA SOM SERV MED LTDA - UNID DA MULHER,rede propria,ALMEIDA PRADO CENTRO MEDICO DA MULHER LTDA,rede credenciada,ltda da mulher,3
ULTRA SOM SERV MED LTDA - HAPC RIO VER,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC RIO VER,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC RIO VER,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA SUL,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA SUL,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA SUL,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
NUCLEO NASCER BEM-HAPCLINICA LAURO DE FREITAS,rede propria,CLISANNA LAURO DE FREITAS,rede credenciada,lauro de freitas,3
ULTRA SOM SERV MED - AMERICA DIAGNOSTICOS,rede propria,FACE DIAGNOSTICOS E SERV MED,rede credenciada,serv med diagnosticos,3
ULTRA SOM SERV MED LTDA - HAPC SAO GERARDO,rede propria,POLICLINICA SAO CAETANO CONSUL MED ESPEC LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAPC SAO GERARDO,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAPC SAO GERARDO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC SAO GERARDO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC SAO GERARDO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,CLINICA NOSSA SENHORA DAS GRACAS LTDA,rede credenciada,ltda das gracas,3
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DAS GRACAS,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC RECIFE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ALECRIM,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,DENTAL MED CLINICA INTEGRADA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CLINICA MED LIFE LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,REDE CLINICA MED LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,CENTER MED CLINICA MEDICA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA CLINICA AMERICA,rede propria,GLOBAL MED CLINICA MEDICA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - HAP ANTO SALES,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ANTO SALES,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ANTO SALES,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED - HAPC FEIRA DE SANT,rede propria,SERMIG SERV RADIOLOGIA E ULTRA SONOGRAFIA DE,rede credenciada,ultra serv de,3
ULTRA SOM SERV MED - HAPC FEIRA DE SANT,rede propria,UNISAUDE CLIN MED SERV DE DIAG,rede credenciada,serv med de,3
ULTRA SOM SERV MED - HAPC FEIRA DE SANT,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med de,3
ULTRA SOM SERV MED LTDA - HAP CONJ CE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
